order_id,date,product_id,category,price,quantity,base_price,discount,demand_factor,revenue
390,2023-01-26,P15,Electronics,468.0,61,520,10,0.97,28548.0
391,2023-01-27,P1,Electronics,1317.6,64,1647,20,0.98,84326.4
392,2023-01-27,P2,Home,401.85,38,423,5,0.76,15270.3
393,2023-01-27,P3,Clothing,514.8,57,572,10,0.98,29343.6
394,2023-01-27,P4,Home,188.0,56,235,20,0.92,10528.0
395,2023-01-27,P5,Clothing,788.0,42,788,0,0.86,33096.0
396,2023-01-27,P6,Home,405.0,45,450,10,0.86,18225.0
397,2023-01-27,P7,Home,411.0,38,411,0,0.78,15618.0
398,2023-01-27,P8,Clothing,584.0,44,584,0,0.89,25696.0
399,2023-01-27,P9,Home,228.0,44,240,5,0.85,10032.0
400,2023-01-27,P10,Electronics,1471.55,42,1549,5,0.75,61805.1
401,2023-01-27,P11,Electronics,944.8,58,1181,20,0.87,54798.4
402,2023-01-27,P12,Home,313.6,59,392,20,0.95,18502.4
403,2023-01-27,P13,Home,270.9,47,301,10,0.89,12732.3
404,2023-01-27,P14,Electronics,1765.8,46,1962,10,0.77,81226.8
405,2023-01-27,P15,Clothing,567.9,51,631,10,0.88,28962.9
406,2023-01-28,P1,Home,237.0,66,237,0,1.34,15642.0
407,2023-01-28,P2,Clothing,519.0,68,519,0,1.37,35292.0
408,2023-01-28,P3,Clothing,573.0,68,573,0,1.38,38964.0
409,2023-01-28,P4,Home,341.1,75,379,10,1.34,25582.5
410,2023-01-28,P5,Clothing,753.0,56,753,0,1.13,42168.0
411,2023-01-28,P6,Electronics,852.0,61,852,0,1.23,51972.0
412,2023-01-28,P7,Home,135.2,78,169,20,1.28,10545.6
413,2023-01-28,P8,Clothing,572.8,96,716,20,1.32,54988.8
414,2023-01-28,P9,Clothing,608.8,78,761,20,1.23,47486.4
415,2023-01-28,P10,Home,396.9,67,441,10,1.25,26592.3
416,2023-01-28,P11,Clothing,367.2,69,408,10,1.29,25336.8
417,2023-01-28,P12,Clothing,641.0,67,641,0,1.35,42947.0
418,2023-01-28,P13,Home,389.5,66,410,5,1.27,25707.0
419,2023-01-28,P14,Home,399.2,89,499,20,1.37,35528.8
420,2023-01-28,P15,Home,218.7,69,243,10,1.26,15090.3
421,2023-01-29,P1,Clothing,572.8,83,716,20,1.32,47542.4
422,2023-01-29,P2,Electronics,745.75,66,785,5,1.2,49219.5
423,2023-01-29,P3,Home,309.6,83,387,20,1.3,25696.8
424,2023-01-29,P4,Clothing,708.0,59,708,0,1.19,41772.0
425,2023-01-29,P5,Electronics,774.0,76,860,10,1.2,58824.0
426,2023-01-29,P6,Electronics,1200.6,91,1334,10,1.48,109254.6
427,2023-01-29,P7,Clothing,484.5,70,510,5,1.3,33915.0
428,2023-01-29,P8,Clothing,489.25,68,515,5,1.3,33269.0
429,2023-01-29,P9,Electronics,541.0,62,541,0,1.25,33542.0
430,2023-01-29,P10,Clothing,528.8,73,661,20,1.18,38602.4
431,2023-01-29,P11,Clothing,244.8,68,272,10,1.17,16646.4
432,2023-01-29,P12,Clothing,631.75,70,665,5,1.36,44222.5
433,2023-01-29,P13,Electronics,1292.0,73,1292,0,1.47,94316.0
434,2023-01-29,P14,Clothing,293.55,61,309,5,1.17,17906.55
435,2023-01-29,P15,Home,489.0,57,489,0,1.15,27873.0
436,2023-01-30,P1,Electronics,1343.7,60,1493,10,0.99,80622.0
437,2023-01-30,P2,Electronics,989.9,43,1042,5,0.78,42565.7
438,2023-01-30,P3,Home,440.1,50,489,10,0.89,22005.0
439,2023-01-30,P4,Home,347.4,42,386,10,0.76,14590.8
440,2023-01-30,P5,Electronics,1083.95,39,1141,5,0.72,42274.05
441,2023-01-30,P6,Home,182.0,36,182,0,0.74,6552.0
442,2023-01-30,P7,Clothing,554.4,66,693,20,0.91,36590.4
443,2023-01-30,P8,Electronics,1426.4,68,1783,20,0.94,96995.2
444,2023-01-30,P9,Home,383.2,55,479,20,0.9,21076.0
445,2023-01-30,P10,Clothing,430.0,48,430,0,0.97,20640.0
446,2023-01-30,P11,Clothing,545.6,58,682,20,0.84,31644.8
447,2023-01-30,P12,Home,328.0,35,328,0,0.7,11480.0
448,2023-01-30,P13,Clothing,734.35,50,773,5,0.94,36717.5
449,2023-01-30,P14,Electronics,919.2,61,1149,20,0.86,56071.2
450,2023-01-30,P15,Electronics,1459.2,50,1536,5,0.89,72960.0
451,2023-01-31,P1,Electronics,669.6,72,837,20,0.85,48211.2
452,2023-01-31,P2,Home,287.0,47,287,0,0.95,13489.0
453,2023-01-31,P3,Home,172.8,58,216,20,0.96,10022.4
454,2023-01-31,P4,Clothing,340.8,65,426,20,0.96,22152.0
455,2023-01-31,P5,Clothing,220.0,49,220,0,0.99,10780.0
456,2023-01-31,P6,Electronics,1643.0,47,1643,0,0.94,77221.0
457,2023-01-31,P7,Electronics,1539.0,41,1620,5,0.78,63099.0
458,2023-01-31,P8,Electronics,1716.65,44,1807,5,0.82,75532.6
459,2023-01-31,P9,Clothing,399.0,35,399,0,0.72,13965.0
460,2023-01-31,P10,Electronics,772.8,72,966,20,0.85,55641.6
461,2023-01-31,P11,Electronics,1531.0,46,1531,0,0.92,70426.0
462,2023-01-31,P12,Electronics,1566.4,60,1958,20,0.71,93984.0
463,2023-01-31,P13,Electronics,694.45,55,731,5,1.0,38194.75
464,2023-01-31,P14,Home,248.0,47,310,20,0.81,11656.0
465,2023-01-31,P15,Clothing,437.0,49,460,5,0.93,21413.0
466,2023-02-01,P1,Clothing,599.2,72,749,20,0.99,43142.4
467,2023-02-01,P2,Home,235.0,49,235,0,0.99,11515.0
468,2023-02-01,P3,Home,118.4,58,148,20,0.93,6867.2
469,2023-02-01,P4,Electronics,680.2,53,716,5,0.97,36050.6
470,2023-02-01,P5,Clothing,313.2,59,348,10,0.99,18478.8
471,2023-02-01,P6,Clothing,287.2,55,359,20,0.88,15796.0
472,2023-02-01,P7,Clothing,722.0,48,722,0,0.98,34656.0
473,2023-02-01,P8,Home,239.4,43,252,5,0.83,10294.2
474,2023-02-01,P9,Electronics,1031.2,59,1289,20,0.74,60840.8
475,2023-02-01,P10,Home,273.0,39,273,0,0.79,10647.0
476,2023-02-01,P11,Clothing,238.0,43,238,0,0.86,10234.0
477,2023-02-01,P12,Electronics,1824.0,53,1920,5,0.95,96672.0
478,2023-02-01,P13,Clothing,348.0,63,435,20,0.86,21924.0
479,2023-02-01,P14,Home,444.0,45,444,0,0.92,19980.0
480,2023-02-01,P15,Clothing,592.0,60,740,20,0.95,35520.0
481,2023-02-02,P1,Home,177.65,45,187,5,0.86,7994.25
482,2023-02-02,P2,Electronics,1688.4,44,1876,10,0.73,74289.6
483,2023-02-02,P3,Home,116.1,51,129,10,0.96,5921.1
484,2023-02-02,P4,Electronics,1552.3,39,1634,5,0.7,60539.7
485,2023-02-02,P5,Electronics,1427.2,49,1784,20,0.73,69932.8
486,2023-02-02,P6,Clothing,690.0,45,690,0,0.92,31050.0
487,2023-02-02,P7,Home,318.0,40,318,0,0.81,12720.0
488,2023-02-02,P8,Electronics,949.05,50,999,5,0.93,47452.5
489,2023-02-02,P9,Clothing,200.45,48,211,5,0.92,9621.6
490,2023-02-02,P10,Electronics,1520.0,53,1900,20,0.74,80560.0
491,2023-02-02,P11,Home,169.0,36,169,0,0.74,6084.0
492,2023-02-02,P12,Home,456.0,50,480,5,0.97,22800.0
493,2023-02-02,P13,Home,253.0,35,253,0,0.7,8855.0
494,2023-02-02,P14,Home,240.8,44,301,20,0.75,10595.2
495,2023-02-02,P15,Electronics,1388.7,51,1543,10,0.84,70823.7
496,2023-02-03,P1,Clothing,571.2,56,714,20,0.77,31987.2
497,2023-02-03,P2,Clothing,698.25,46,735,5,0.88,32119.5
498,2023-02-03,P3,Home,363.6,38,404,10,0.72,13816.8
499,2023-02-03,P4,Electronics,1519.05,41,1599,5,0.76,62281.05
500,2023-02-03,P5,Home,244.8,51,272,10,0.92,12484.8
501,2023-02-03,P6,Electronics,1669.0,43,1669,0,0.88,71767.0
502,2023-02-03,P7,Home,321.6,44,402,20,0.79,14150.4
503,2023-02-03,P8,Electronics,720.0,67,900,20,0.94,48240.0
504,2023-02-03,P9,Home,473.1,48,498,5,0.92,22708.8
505,2023-02-03,P10,Home,236.0,37,236,0,0.76,8732.0
506,2023-02-03,P11,Electronics,637.0,45,637,0,0.91,28665.0
507,2023-02-03,P12,Clothing,430.35,45,453,5,0.86,19365.75
508,2023-02-03,P13,Electronics,1008.9,51,1062,5,0.96,51453.9
509,2023-02-03,P14,Clothing,780.0,42,780,0,0.84,32760.0
510,2023-02-03,P15,Electronics,1277.6,49,1597,20,0.74,62602.4
511,2023-02-04,P1,Clothing,494.0,70,494,0,1.41,34580.0
512,2023-02-04,P2,Clothing,304.8,82,381,20,1.15,24993.6
513,2023-02-04,P3,Home,146.4,65,183,20,1.11,9516.0
514,2023-02-04,P4,Clothing,551.7,72,613,10,1.2,39722.4
515,2023-02-04,P5,Clothing,569.05,75,599,5,1.44,42678.75
516,2023-02-04,P6,Clothing,604.0,80,755,20,1.11,48320.0
517,2023-02-04,P7,Clothing,449.0,65,449,0,1.31,29185.0
518,2023-02-04,P8,Electronics,1513.35,74,1593,5,1.39,111987.9
519,2023-02-04,P9,Home,197.6,94,247,20,1.47,18574.4
520,2023-02-04,P10,Clothing,656.45,73,691,5,1.39,47920.85
521,2023-02-04,P11,Clothing,198.0,81,220,10,1.39,16038.0
522,2023-02-04,P12,Electronics,1334.7,92,1483,10,1.49,122792.4
523,2023-02-04,P13,Electronics,896.8,78,944,5,1.39,69950.4
524,2023-02-04,P14,Home,426.0,65,426,0,1.31,27690.0
525,2023-02-04,P15,Electronics,1018.4,70,1072,5,1.32,71288.0
526,2023-02-05,P1,Home,175.75,59,185,5,1.13,10369.25
527,2023-02-05,P2,Clothing,776.0,73,776,0,1.48,56648.0
528,2023-02-05,P3,Electronics,1271.2,107,1589,20,1.26,136018.4
529,2023-02-05,P4,Electronics,1448.1,81,1609,10,1.31,117296.1
530,2023-02-05,P5,Home,213.3,74,237,10,1.41,15784.2
531,2023-02-05,P6,Home,338.4,78,376,10,1.4,26395.2
532,2023-02-05,P7,Clothing,517.5,86,575,10,1.45,44505.0
533,2023-02-05,P8,Clothing,551.0,75,580,5,1.4,41325.0
534,2023-02-05,P9,Electronics,756.8,95,946,20,1.29,71896.0
535,2023-02-05,P10,Electronics,1359.9,79,1511,10,1.36,107432.1
536,2023-02-05,P11,Electronics,790.2,78,878,10,1.28,61635.6
537,2023-02-05,P12,Home,293.6,74,367,20,1.24,21726.4
538,2023-02-05,P13,Electronics,530.4,114,663,20,1.42,60465.6
539,2023-02-05,P14,Home,398.4,74,498,20,1.31,29481.6
540,2023-02-05,P15,Clothing,373.6,103,467,20,1.44,38480.8
541,2023-02-06,P1,Home,305.6,53,382,20,0.85,16196.8
542,2023-02-06,P2,Electronics,1514.0,45,1514,0,0.92,68130.0
543,2023-02-06,P3,Home,190.0,51,200,5,0.99,9690.0
544,2023-02-06,P4,Home,117.9,47,131,10,0.85,5541.3
545,2023-02-06,P5,Electronics,1074.0,45,1074,0,0.9,48330.0
546,2023-02-06,P6,Electronics,1600.75,55,1685,5,0.99,88041.25
547,2023-02-06,P7,Home,346.0,43,346,0,0.87,14878.0
548,2023-02-06,P8,Electronics,660.25,41,695,5,0.76,27070.25
549,2023-02-06,P9,Clothing,426.0,39,426,0,0.79,16614.0
550,2023-02-06,P10,Clothing,506.4,57,633,20,0.79,28864.8
551,2023-02-06,P11,Home,463.0,38,463,0,0.78,17594.0
552,2023-02-06,P12,Clothing,313.5,39,330,5,0.75,12226.5
553,2023-02-06,P13,Electronics,622.25,49,655,5,0.92,30490.25
554,2023-02-06,P14,Home,251.1,44,279,10,0.84,11048.4
555,2023-02-06,P15,Clothing,219.2,56,274,20,0.87,12275.2
556,2023-02-07,P1,Electronics,1269.2,53,1336,5,0.99,67267.6
557,2023-02-07,P2,Home,310.4,46,388,20,0.73,14278.4
558,2023-02-07,P3,Home,312.3,42,347,10,0.75,13116.6
559,2023-02-07,P4,Electronics,1173.6,76,1467,20,0.89,89193.6
560,2023-02-07,P5,Clothing,307.8,54,342,10,0.93,16621.2
561,2023-02-07,P6,Electronics,1460.0,67,1825,20,0.96,97820.0
562,2023-02-07,P7,Home,492.0,48,492,0,0.97,23616.0
563,2023-02-07,P8,Home,291.6,46,324,10,0.87,13413.6
564,2023-02-07,P9,Home,430.35,40,453,5,0.77,17214.0
565,2023-02-07,P10,Electronics,1205.1,63,1339,10,0.99,75921.3
566,2023-02-07,P11,Clothing,706.0,41,706,0,0.83,28946.0
567,2023-02-07,P12,Clothing,335.35,49,353,5,0.96,16432.15
568,2023-02-07,P13,Home,198.55,46,209,5,0.91,9133.3
569,2023-02-07,P14,Electronics,1850.0,39,1850,0,0.79,72150.0
570,2023-02-07,P15,Home,198.0,46,220,10,0.83,9108.0
571,2023-02-08,P1,Clothing,508.8,51,636,20,0.78,25948.8
572,2023-02-08,P2,Electronics,655.2,58,819,20,0.79,38001.6
573,2023-02-08,P3,Home,367.2,51,408,10,0.92,18727.2
574,2023-02-08,P4,Electronics,538.65,48,567,5,0.9,25855.2
575,2023-02-08,P5,Clothing,717.3,48,797,10,0.89,34430.4
576,2023-02-08,P6,Electronics,1505.75,44,1585,5,0.83,66253.0
577,2023-02-08,P7,Home,163.0,42,163,0,0.86,6846.0
578,2023-02-08,P8,Electronics,1644.3,49,1827,10,0.85,80570.7
579,2023-02-08,P9,Electronics,1379.2,64,1724,20,0.96,88268.8
580,2023-02-08,P10,Clothing,679.0,45,679,0,0.91,30555.0
581,2023-02-08,P11,Clothing,708.3,50,787,10,0.88,35415.0
582,2023-02-08,P12,Clothing,544.5,47,605,10,0.83,25591.5
583,2023-02-08,P13,Electronics,610.2,46,678,10,0.74,28069.2
584,2023-02-08,P14,Clothing,261.25,41,275,5,0.78,10711.25
585,2023-02-08,P15,Clothing,546.0,39,546,0,0.78,21294.0
586,2023-02-09,P1,Clothing,437.95,42,461,5,0.81,18393.9
587,2023-02-09,P2,Clothing,385.6,60,482,20,0.84,23136.0
588,2023-02-09,P3,Electronics,532.8,46,592,10,0.76,24508.8
589,2023-02-09,P4,Home,336.0,42,336,0,0.85,14112.0
590,2023-02-09,P5,Clothing,235.6,52,248,5,0.95,12251.2
591,2023-02-09,P6,Electronics,1101.0,43,1101,0,0.87,47343.0
592,2023-02-09,P7,Clothing,562.0,40,562,0,0.82,22480.0
593,2023-02-09,P8,Electronics,1052.8,62,1316,20,0.86,65273.6
594,2023-02-09,P9,Home,282.0,45,282,0,0.9,12690.0
595,2023-02-09,P10,Clothing,532.0,40,532,0,0.82,21280.0
596,2023-02-09,P11,Home,431.0,45,431,0,0.91,19395.0
597,2023-02-09,P12,Electronics,1674.85,54,1763,5,0.99,90441.9
598,2023-02-09,P13,Clothing,586.8,42,652,10,0.7,24645.6
599,2023-02-09,P14,Clothing,567.0,57,630,10,0.96,32319.0
600,2023-02-09,P15,Clothing,470.7,52,523,10,0.9,24476.4
601,2023-02-10,P1,Electronics,911.0,36,911,0,0.72,32796.0
602,2023-02-10,P2,Clothing,216.0,48,240,10,0.89,10368.0
603,2023-02-10,P3,Clothing,649.0,35,649,0,0.7,22715.0
604,2023-02-10,P4,Clothing,762.0,37,762,0,0.75,28194.0
605,2023-02-10,P5,Home,183.0,48,183,0,0.97,8784.0
606,2023-02-10,P6,Clothing,468.8,62,586,20,0.95,29065.6
607,2023-02-10,P7,Electronics,767.0,36,767,0,0.73,27612.0
608,2023-02-10,P8,Home,456.0,38,456,0,0.76,17328.0
609,2023-02-10,P9,Electronics,1711.9,51,1802,5,0.95,87306.9
610,2023-02-10,P10,Clothing,275.4,41,306,10,0.72,11291.4
611,2023-02-10,P11,Electronics,1475.35,44,1553,5,0.82,64915.4
612,2023-02-10,P12,Home,255.0,41,255,0,0.83,10455.0
613,2023-02-10,P13,Home,132.3,49,147,10,0.88,6482.7
614,2023-02-10,P14,Electronics,942.4,62,1178,20,0.83,58428.8
615,2023-02-10,P15,Electronics,1065.6,63,1332,20,0.8,67132.8
616,2023-02-11,P1,Clothing,578.7,71,643,10,1.24,41087.7
617,2023-02-11,P2,Home,225.0,68,225,0,1.37,15300.0
618,2023-02-11,P3,Electronics,1532.0,104,1915,20,1.33,159328.0
619,2023-02-11,P4,Clothing,230.0,74,230,0,1.49,17020.0
620,2023-02-11,P5,Clothing,517.5,81,575,10,1.49,41917.5
621,2023-02-11,P6,Clothing,318.6,74,354,10,1.26,23576.4
622,2023-02-11,P7,Clothing,685.8,69,762,10,1.16,47320.2
623,2023-02-11,P8,Electronics,988.95,64,1041,5,1.15,63292.8
624,2023-02-11,P9,Clothing,290.7,74,323,10,1.28,21511.8
625,2023-02-11,P10,Clothing,400.0,67,400,0,1.34,26800.0
626,2023-02-11,P11,Clothing,559.2,91,699,20,1.24,50887.2
627,2023-02-11,P12,Electronics,1688.0,65,1688,0,1.32,109720.0
628,2023-02-11,P13,Clothing,520.2,67,578,10,1.22,34853.4
629,2023-02-11,P14,Electronics,1197.95,77,1261,5,1.37,92242.15
630,2023-02-11,P15,Electronics,639.2,85,799,20,1.24,54332.0
631,2023-02-12,P1,Home,379.0,67,379,0,1.35,25393.0
632,2023-02-12,P2,Home,353.4,69,372,5,1.35,24384.6
633,2023-02-12,P3,Electronics,1134.9,76,1261,10,1.26,86252.4
634,2023-02-12,P4,Electronics,1098.2,64,1156,5,1.19,70284.8
635,2023-02-12,P5,Home,205.2,68,216,5,1.31,13953.6
636,2023-02-12,P6,Clothing,594.0,70,594,0,1.42,41580.0
637,2023-02-12,P7,Electronics,1004.15,65,1057,5,1.16,65269.75
638,2023-02-12,P8,Home,202.4,78,253,20,1.4,15787.2
639,2023-02-12,P9,Clothing,427.0,66,427,0,1.33,28182.0
640,2023-02-12,P10,Home,398.4,77,498,20,1.3,30676.8
641,2023-02-12,P11,Clothing,630.8,67,664,5,1.28,42263.6
642,2023-02-12,P12,Home,219.2,82,274,20,1.42,17974.4
643,2023-02-12,P13,Home,117.6,80,147,20,1.44,9408.0
644,2023-02-12,P14,Electronics,668.8,81,836,20,1.2,54172.8
645,2023-02-12,P15,Home,393.0,65,393,0,1.3,25545.0
646,2023-02-13,P1,Clothing,461.7,44,486,5,0.84,20314.8
647,2023-02-13,P2,Electronics,1122.9,39,1182,5,0.74,43793.1
648,2023-02-13,P3,Clothing,452.2,43,476,5,0.8,19444.6
649,2023-02-13,P4,Home,268.85,36,283,5,0.7,9678.6
650,2023-02-13,P5,Home,469.0,36,469,0,0.73,16884.0
651,2023-02-13,P6,Clothing,778.0,44,778,0,0.89,34232.0
652,2023-02-13,P7,Home,108.8,60,136,20,0.93,6528.0
653,2023-02-13,P8,Electronics,1485.0,50,1650,10,0.88,74250.0
654,2023-02-13,P9,Home,345.8,42,364,5,0.82,14523.6
655,2023-02-13,P10,Clothing,445.6,51,557,20,0.73,22725.6
656,2023-02-13,P11,Electronics,1631.7,55,1813,10,0.86,89743.5
657,2023-02-13,P12,Clothing,459.2,56,574,20,0.91,25715.2
658,2023-02-13,P13,Clothing,519.2,50,649,20,0.79,25960.0
659,2023-02-13,P14,Clothing,444.6,56,494,10,0.98,24897.6
660,2023-02-13,P15,Clothing,766.0,43,766,0,0.87,32938.0
661,2023-02-14,P1,Home,399.0,51,420,5,0.99,20349.0
662,2023-02-14,P2,Electronics,1926.0,46,1926,0,0.93,88596.0
663,2023-02-14,P3,Home,348.8,48,436,20,0.83,16742.4
664,2023-02-14,P4,Clothing,546.4,57,683,20,0.89,31144.8
665,2023-02-14,P5,Clothing,202.35,50,213,5,0.95,10117.5
666,2023-02-14,P6,Home,96.8,44,121,20,0.74,4259.2
667,2023-02-14,P7,Home,326.7,41,363,10,0.75,13394.7
668,2023-02-14,P8,Clothing,553.0,46,553,0,0.92,25438.0
669,2023-02-14,P9,Home,323.0,47,340,5,0.91,15181.0
670,2023-02-14,P10,Clothing,394.4,58,493,20,0.95,22875.2
671,2023-02-14,P11,Electronics,889.0,36,889,0,0.72,32004.0
672,2023-02-14,P12,Home,198.0,48,220,10,0.87,9504.0
673,2023-02-14,P13,Clothing,595.65,51,627,5,0.97,30378.15
674,2023-02-14,P14,Electronics,1284.8,65,1606,20,0.98,83512.0
675,2023-02-14,P15,Home,285.0,40,285,0,0.82,11400.0
676,2023-02-15,P1,Home,300.2,38,316,5,0.74,11407.6
677,2023-02-15,P2,Electronics,734.0,39,734,0,0.78,28626.0
678,2023-02-15,P3,Home,372.0,39,372,0,0.79,14508.0
679,2023-02-15,P4,Electronics,1478.0,35,1478,0,0.71,51730.0
680,2023-02-15,P5,Electronics,1461.6,64,1827,20,0.83,93542.4
681,2023-02-15,P6,Home,220.5,43,245,10,0.81,9481.5
682,2023-02-15,P7,Home,112.0,41,112,0,0.82,4592.0
683,2023-02-15,P8,Clothing,690.65,45,727,5,0.84,31079.25
684,2023-02-15,P9,Clothing,299.0,35,299,0,0.71,10465.0
685,2023-02-15,P10,Electronics,1211.25,50,1275,5,0.92,60562.5
686,2023-02-15,P11,Clothing,330.6,40,348,5,0.76,13224.0
687,2023-02-15,P12,Electronics,1775.0,35,1775,0,0.72,62125.0
688,2023-02-15,P13,Clothing,202.4,48,253,20,0.73,9715.2
689,2023-02-15,P14,Clothing,719.15,43,757,5,0.8,30923.45
690,2023-02-15,P15,Clothing,597.0,46,597,0,0.92,27462.0
691,2023-02-16,P1,Clothing,172.8,42,216,20,0.7,7257.6
692,2023-02-16,P2,Home,310.65,47,327,5,0.9,14600.55
693,2023-02-16,P3,Home,255.0,42,255,0,0.86,10710.0
694,2023-02-16,P4,Clothing,630.9,49,701,10,0.81,30914.1
695,2023-02-16,P5,Electronics,1555.2,64,1944,20,0.8,99532.8
696,2023-02-16,P6,Electronics,478.8,47,532,10,0.8,22503.6
697,2023-02-16,P7,Clothing,189.9,54,211,10,0.9,10254.6
698,2023-02-16,P8,Electronics,1751.0,43,1751,0,0.86,75293.0
699,2023-02-16,P9,Electronics,1185.6,53,1482,20,0.76,62836.8
700,2023-02-16,P10,Home,231.0,38,231,0,0.77,8778.0
701,2023-02-16,P11,Clothing,382.5,41,425,10,0.72,15682.5
702,2023-02-16,P12,Clothing,715.0,38,715,0,0.77,27170.0
703,2023-02-16,P13,Clothing,424.0,56,530,20,0.93,23744.0
704,2023-02-16,P14,Electronics,1532.35,54,1613,5,0.97,82746.9
705,2023-02-16,P15,Electronics,1725.3,46,1917,10,0.74,79363.8
706,2023-02-17,P1,Electronics,859.5,44,955,10,0.75,37818.0
707,2023-02-17,P2,Home,336.0,49,420,20,0.8,16464.0
708,2023-02-17,P3,Clothing,768.0,45,768,0,0.91,34560.0
709,2023-02-17,P4,Clothing,204.0,41,204,0,0.83,8364.0
710,2023-02-17,P5,Clothing,558.9,46,621,10,0.81,25709.4
711,2023-02-17,P6,Clothing,452.2,40,476,5,0.78,18088.0
712,2023-02-17,P7,Clothing,612.75,40,645,5,0.75,24510.0
713,2023-02-17,P8,Home,304.95,43,321,5,0.83,13112.85
714,2023-02-17,P9,Electronics,1758.0,49,1758,0,0.99,86142.0
715,2023-02-17,P10,Electronics,439.2,61,549,20,0.9,26791.2
716,2023-02-17,P11,Electronics,616.8,72,771,20,1.0,44409.6
717,2023-02-17,P12,Home,151.2,46,189,20,0.78,6955.2
718,2023-02-17,P13,Electronics,695.7,45,773,10,0.76,31306.5
719,2023-02-17,P14,Clothing,282.4,69,353,20,0.94,19485.6
720,2023-02-17,P15,Home,201.6,43,224,10,0.82,8668.8
721,2023-02-18,P1,Clothing,423.7,69,446,5,1.29,29235.3
722,2023-02-18,P2,Home,173.7,76,193,10,1.41,13201.2
723,2023-02-18,P3,Clothing,292.0,71,292,0,1.43,20732.0
724,2023-02-18,P4,Electronics,1511.1,70,1679,10,1.12,105777.0
725,2023-02-18,P5,Clothing,416.8,75,521,20,1.14,31260.0
726,2023-02-18,P6,Electronics,1510.2,94,1678,10,1.46,141958.8
727,2023-02-18,P7,Electronics,483.55,67,509,5,1.26,32397.85
728,2023-02-18,P8,Home,106.4,73,133,20,1.31,7767.2
729,2023-02-18,P9,Home,272.0,82,340,20,1.4,22304.0
730,2023-02-18,P10,Home,178.2,64,198,10,1.21,11404.8
731,2023-02-18,P11,Electronics,773.0,66,773,0,1.33,51018.0
732,2023-02-18,P12,Home,171.95,75,181,5,1.46,12896.25
733,2023-02-18,P13,Clothing,572.85,78,603,5,1.44,44682.3
734,2023-02-18,P14,Electronics,604.0,58,604,0,1.17,35032.0
735,2023-02-18,P15,Clothing,701.1,75,779,10,1.33,52582.5
736,2023-02-19,P1,Electronics,538.2,75,598,10,1.21,40365.0
737,2023-02-19,P2,Home,381.9,75,402,5,1.46,28642.5
738,2023-02-19,P3,Electronics,912.95,78,961,5,1.46,71210.1
739,2023-02-19,P4,Clothing,308.0,60,308,0,1.22,18480.0
740,2023-02-19,P5,Home,145.0,62,145,0,1.25,8990.0
741,2023-02-19,P6,Clothing,470.0,63,470,0,1.26,29610.0
742,2023-02-19,P7,Home,111.2,89,139,20,1.38,9896.8
743,2023-02-19,P8,Clothing,203.0,64,203,0,1.29,12992.0
744,2023-02-19,P9,Electronics,1771.0,55,1771,0,1.12,97405.0
745,2023-02-19,P10,Clothing,380.0,66,380,0,1.34,25080.0
746,2023-02-19,P11,Clothing,498.75,64,525,5,1.18,31920.0
747,2023-02-19,P12,Home,165.6,80,184,10,1.45,13248.0
748,2023-02-19,P13,Clothing,189.6,88,237,20,1.4,16684.8
749,2023-02-19,P14,Electronics,1772.7,67,1866,5,1.23,118770.9
750,2023-02-19,P15,Electronics,1553.25,61,1635,5,1.15,94748.25
751,2023-02-20,P1,Home,131.4,40,146,10,0.77,5256.0
752,2023-02-20,P2,Clothing,329.6,59,412,20,0.9,19446.4
753,2023-02-20,P3,Home,308.8,43,386,20,0.75,13278.4
754,2023-02-20,P4,Home,317.7,48,353,10,0.89,15249.6
755,2023-02-20,P5,Clothing,563.2,54,704,20,0.79,30412.8
756,2023-02-20,P6,Electronics,1416.0,42,1416,0,0.85,59472.0
757,2023-02-20,P7,Electronics,1062.0,41,1062,0,0.83,43542.0
758,2023-02-20,P8,Clothing,272.7,49,303,10,0.84,13362.3
759,2023-02-20,P9,Electronics,1355.4,56,1506,10,0.96,75902.4
760,2023-02-20,P10,Electronics,1941.0,37,1941,0,0.74,71817.0
761,2023-02-20,P11,Clothing,461.0,47,461,0,0.96,21667.0
762,2023-02-20,P12,Home,133.2,44,148,10,0.83,5860.8
763,2023-02-20,P13,Electronics,1169.6,71,1462,20,0.94,83041.6
764,2023-02-20,P14,Clothing,454.4,54,568,20,0.74,24537.6
765,2023-02-20,P15,Clothing,422.1,42,469,10,0.77,17728.2
766,2023-02-21,P1,Home,438.0,49,438,0,0.99,21462.0
767,2023-02-21,P2,Home,233.6,59,292,20,0.96,13782.4
768,2023-02-21,P3,Electronics,1586.7,57,1763,10,0.99,90441.9
769,2023-02-21,P4,Home,113.6,51,142,20,0.9,5793.6
770,2023-02-21,P5,Home,90.9,45,101,10,0.85,4090.5
771,2023-02-21,P6,Home,274.5,51,305,10,0.96,13999.5
772,2023-02-21,P7,Home,145.6,53,182,20,0.9,7716.8
773,2023-02-21,P8,Electronics,612.0,39,612,0,0.79,23868.0
774,2023-02-21,P9,Home,239.0,41,239,0,0.83,9799.0
775,2023-02-21,P10,Clothing,241.2,48,268,10,0.81,11577.6
776,2023-02-21,P11,Clothing,688.0,36,688,0,0.72,24768.0
777,2023-02-21,P12,Clothing,758.0,44,758,0,0.89,33352.0
778,2023-02-21,P13,Clothing,560.5,49,590,5,0.93,27464.5
779,2023-02-21,P14,Clothing,676.0,39,676,0,0.8,26364.0
